EmployeeID,EventDate,EventType,EventDetail
EMP10570,2024-09-07,Joined,Joined as Deputy Manager at Bengaluru Tech Park via Naukri / Job Portal
EMP10570,2024-10-26,Training,Training completed
EMP10570,2024-12-07,Grievance,Grievance raised with HR
EMP10570,2025-06-14,Grievance,Grievance raised with HR
EMP10570,2025-09-06,Promotion,Promoted / re-graded
EMP10570,2026-01-31,Training,Training completed
EMP10570,2026-05-09,Training,Training completed
EMP10570,2026-06-13,Grievance,Grievance raised with HR
EMP10571,2025-10-11,Joined,Joined as Construction Manager at Nagpur Expressway Pkg-4 via Recruitment Consultancy
EMP10571,2026-04-04,Training,Training completed
EMP10571,2026-04-25,Grievance,Grievance raised with HR
EMP10571,2026-05-09,Training,Training completed
EMP10571,2026-06-27,Grievance,Grievance raised with HR
EMP10571,2026-08-01,Grievance,Grievance raised with HR
EMP10572,2025-06-07,Joined,Joined as Deputy Manager at Bengaluru Tech Park via Employee Referral
EMP10572,2025-08-09,Training,Training completed
EMP10572,2025-10-04,Manager Change,Reporting manager changed
EMP10572,2025-10-11,Training,Training completed
EMP10572,2025-12-20,Training,Training completed
EMP10572,2026-01-24,Manager Change,Reporting manager changed
EMP10572,2026-02-07,Training,Training completed
EMP10572,2026-09-05,Training,Training completed
EMP10573,2020-01-14,Joined,Joined as Deputy Manager at Mantralaya Redevelopment via Recruitment Consultancy
EMP10573,2023-05-13,Grievance,Grievance raised with HR
EMP10573,2023-06-03,Manager Change,Reporting manager changed
EMP10573,2023-06-10,Manager Change,Reporting manager changed
EMP10573,2023-07-08,Training,Training completed
EMP10573,2024-03-02,Training,Training completed
EMP10573,2024-03-30,Training,Training completed
EMP10573,2024-03-30,Resignation Submitted,"58-day notice, reason: Work Conditions"
EMP10573,2024-05-27,Exit,Resignation - Work Conditions
EMP10574,2023-05-27,Joined,Joined as Site Helper at Pune Metro Reach-3 via Employee Referral
EMP10574,2023-06-17,Manager Change,Reporting manager changed
EMP10574,2023-07-15,Training,Training completed
EMP10574,2023-07-22,Training,Training completed
EMP10574,2024-01-06,Grievance,Grievance raised with HR
EMP10574,2024-03-30,Grievance,Grievance raised with HR
EMP10574,2024-05-25,Promotion,Promoted / re-graded
EMP10574,2024-11-09,Training,Training completed
EMP10574,2024-11-30,Grievance,Grievance raised with HR
EMP10574,2025-01-18,Training,Training completed
EMP10574,2025-02-22,Resignation Submitted,"20-day notice, reason: Career Growth"
EMP10574,2025-03-14,Exit,Resignation - Career Growth
EMP10575,2024-08-10,Joined,Joined as Deputy Manager at Pune Metro Reach-3 via Naukri / Job Portal
EMP10575,2025-01-11,Grievance,Grievance raised with HR
EMP10575,2025-08-09,Training,Training completed
EMP10575,2025-09-06,Grievance,Grievance raised with HR
EMP10575,2025-10-11,Resignation Submitted,"25-day notice, reason: Manager Relationship"
EMP10575,2025-11-05,Exit,Resignation - Manager Relationship
EMP10576,2026-01-31,Joined,Joined as Store Officer at Bengaluru Tech Park via Campus Hiring
EMP10576,2026-02-28,Training,Training completed
EMP10576,2026-07-04,Training,Training completed
EMP10576,2026-07-04,Grievance,Grievance raised with HR
EMP10577,2025-05-31,Joined,Joined as Senior Engineer at Ahmedabad Water Works via Walk-in / Site Gate
EMP10577,2025-07-05,Training,Training completed
EMP10577,2025-08-02,Training,Training completed
EMP10577,2026-01-10,Training,Training completed
EMP10577,2026-01-17,Grievance,Grievance raised with HR
EMP10577,2026-04-04,Grievance,Grievance raised with HR
EMP10577,2026-05-02,Resignation Submitted,"29-day notice, reason: Personal / Family"
EMP10577,2026-05-31,Exit,Resignation - Personal / Family
EMP10578,2019-09-16,Joined,Joined as Deputy Manager at Nagpur Expressway Pkg-4 via Naukri / Job Portal
EMP10578,2023-04-15,Manager Change,Reporting manager changed
EMP10578,2023-09-16,Promotion,Promoted / re-graded
EMP10578,2023-11-04,Training,Training completed
EMP10578,2023-12-16,Grievance,Grievance raised with HR
EMP10578,2024-03-30,Training,Training completed
EMP10578,2024-06-29,Training,Training completed
EMP10578,2024-09-14,Manager Change,Reporting manager changed
EMP10578,2024-09-14,Promotion,Promoted / re-graded
EMP10578,2024-10-26,Training,Training completed
EMP10578,2025-05-10,Training,Training completed
EMP10578,2025-06-28,Training,Training completed
EMP10578,2025-09-13,Promotion,Promoted / re-graded
EMP10578,2026-02-14,Manager Change,Reporting manager changed
EMP10579,2025-11-08,Joined,Joined as Senior Engineer at JNPA WOLP via Labour Contractor
EMP10579,2025-12-08,Exit,Absconding - Wage Dispute
EMP10580,2026-01-24,Joined,Joined as Supervisor at Pune Metro Reach-3 via Campus Hiring
EMP10580,2026-01-24,Training,Training completed
EMP10580,2026-03-14,Training,Training completed
EMP10581,2026-02-21,Joined,Joined as Site Engineer at JNPA WOLP via Employee Referral
EMP10581,2026-06-27,Grievance,Grievance raised with HR
EMP10581,2026-07-11,Grievance,Grievance raised with HR
EMP10582,2019-03-06,Joined,Joined as Project Manager at Ahmedabad Water Works via Naukri / Job Portal
EMP10582,2023-07-01,Resignation Submitted,"36-day notice, reason: Relocation"
EMP10582,2023-08-06,Exit,Resignation - Relocation
EMP10583,2020-10-18,Joined,Joined as Construction Manager at Pune Metro Reach-3 via Employee Referral
EMP10583,2023-04-01,Training,Training completed
EMP10583,2023-09-09,Training,Training completed
EMP10583,2023-10-21,Promotion,Promoted / re-graded
EMP10583,2023-12-16,Training,Training completed
EMP10583,2024-01-13,Training,Training completed
EMP10583,2025-03-29,Training,Training completed
EMP10583,2025-06-07,Training,Training completed
EMP10583,2025-09-13,Manager Change,Reporting manager changed
EMP10583,2025-11-08,Resignation Submitted,"64-day notice, reason: Manager Relationship"
EMP10583,2026-01-11,Exit,Resignation - Manager Relationship
EMP10584,2021-02-02,Joined,Joined as Site Helper at Delhi NCR Logistics Hub via Walk-in / Site Gate
EMP10584,2023-05-06,Exit,Resignation - Relocation
EMP10585,2024-05-18,Joined,Joined as Procurement Executive at Mumbai HO via Internal Transfer
EMP10585,2024-11-30,Training,Training completed
EMP10585,2025-02-01,Training,Training completed
EMP10585,2025-05-17,Promotion,Promoted / re-graded
EMP10585,2025-08-02,Training,Training completed
EMP10585,2026-01-10,Training,Training completed
EMP10585,2026-07-25,Grievance,Grievance raised with HR
EMP10585,2026-08-08,Manager Change,Reporting manager changed
EMP10585,2026-08-15,Grievance,Grievance raised with HR
EMP10586,2023-10-28,Joined,Joined as Deputy Manager at Nagpur Expressway Pkg-4 via Employee Referral
EMP10586,2024-03-02,Training,Training completed
EMP10586,2024-08-03,Grievance,Grievance raised with HR
EMP10586,2024-11-23,Manager Change,Reporting manager changed
EMP10586,2025-03-01,Manager Change,Reporting manager changed
EMP10586,2025-03-15,Grievance,Grievance raised with HR
EMP10586,2025-04-12,Training,Training completed
EMP10586,2025-06-14,Training,Training completed
EMP10586,2025-08-16,Grievance,Grievance raised with HR
EMP10586,2025-08-23,Training,Training completed
EMP10586,2025-11-01,Training,Training completed
EMP10586,2026-06-20,Training,Training completed
EMP10586,2026-07-18,Training,Training completed
EMP10587,2024-08-03,Joined,Joined as Site Helper at Nagpur Expressway Pkg-4 via Labour Contractor
EMP10587,2024-08-17,Manager Change,Reporting manager changed
EMP10587,2024-08-31,Training,Training completed
EMP10587,2024-08-31,Resignation Submitted,"8-day notice, reason: Work Conditions"
EMP10587,2024-09-08,Exit,Resignation - Work Conditions
EMP10588,2025-08-23,Joined,Joined as Senior Engineer at Pune Metro Reach-3 via Walk-in / Site Gate
EMP10588,2025-09-30,Exit,Absconding - Wage Dispute
EMP10589,2023-06-17,Joined,Joined as Deputy Manager at Mantralaya Redevelopment via Recruitment Consultancy
EMP10589,2023-07-01,Resignation Submitted,"8-day notice, reason: Career Growth"
EMP10589,2023-07-09,Exit,Resignation - Career Growth
EMP10590,2024-08-17,Joined,Joined as Junior Engineer at Bengaluru Tech Park via Naukri / Job Portal
EMP10590,2024-08-24,Resignation Submitted,"4-day notice, reason: Personal / Family"
EMP10590,2024-08-28,Exit,Resignation - Personal / Family
EMP10591,2023-01-29,Joined,Joined as Site Engineer at Delhi NCR Logistics Hub via Labour Contractor
EMP10591,2023-08-05,Training,Training completed
EMP10591,2024-03-09,Training,Training completed
EMP10591,2024-03-16,Training,Training completed
EMP10591,2024-04-06,Training,Training completed
EMP10591,2024-05-18,Resignation Submitted,"41-day notice, reason: Personal / Family"
EMP10591,2024-06-28,Exit,Resignation - Personal / Family
EMP10592,2019-07-08,Joined,Joined as Supervisor at JNPA WOLP via Walk-in / Site Gate
EMP10592,2023-07-29,Grievance,Grievance raised with HR
EMP10592,2023-09-02,Grievance,Grievance raised with HR
EMP10592,2023-09-16,Resignation Submitted,"35-day notice, reason: Salary"
EMP10592,2023-10-21,Exit,Resignation - Salary
EMP10593,2026-01-10,Joined,Joined as Deputy Manager at Nagpur Expressway Pkg-4 via Recruitment Consultancy
EMP10593,2026-08-08,Manager Change,Reporting manager changed
EMP10593,2026-08-15,Training,Training completed
EMP10593,2026-08-15,Grievance,Grievance raised with HR
EMP10594,2024-08-10,Joined,Joined as Senior Engineer at Nagpur Expressway Pkg-4 via Walk-in / Site Gate
EMP10594,2024-11-02,Resignation Submitted,"51-day notice, reason: Relocation"
EMP10594,2024-12-23,Exit,Resignation - Relocation
EMP10595,2025-12-06,Joined,Joined as HR Executive at Bengaluru Tech Park via Recruitment Consultancy
EMP10595,2025-12-20,Training,Training completed
EMP10595,2026-03-21,Manager Change,Reporting manager changed
EMP10595,2026-07-04,Training,Training completed
EMP10595,2026-08-01,Manager Change,Reporting manager changed
EMP10595,2026-08-29,Training,Training completed
EMP10596,2023-06-24,Joined,Joined as Senior Engineer at Delhi NCR Logistics Hub via Recruitment Consultancy
EMP10596,2023-10-07,Training,Training completed
EMP10596,2023-10-21,Training,Training completed
EMP10596,2024-01-27,Manager Change,Reporting manager changed
EMP10596,2024-04-28,Exit,End of Contract - Contract Not Renewed
EMP10597,2025-08-09,Joined,Joined as Deputy Manager at Bengaluru Tech Park via Recruitment Consultancy
EMP10597,2025-08-19,Exit,Resignation - Manager Relationship
EMP10598,2025-09-20,Joined,Joined as Deputy Manager at Nagpur Expressway Pkg-4 via Naukri / Job Portal
EMP10598,2025-10-18,Training,Training completed
EMP10598,2026-01-31,Grievance,Grievance raised with HR
EMP10598,2026-04-25,Training,Training completed
EMP10598,2026-07-11,Grievance,Grievance raised with HR
EMP10598,2026-08-01,Training,Training completed
EMP10598,2026-08-08,Training,Training completed
EMP10599,2021-02-25,Joined,Joined as Accounts Officer at Mumbai HO via Labour Contractor
EMP10599,2023-04-08,Training,Training completed
EMP10599,2023-08-19,Training,Training completed
EMP10599,2023-09-30,Training,Training completed
EMP10599,2023-09-30,Manager Change,Reporting manager changed
EMP10599,2024-02-03,Grievance,Grievance raised with HR
EMP10599,2024-02-24,Training,Training completed
EMP10599,2024-10-26,Training,Training completed
EMP10599,2024-10-26,Resignation Submitted,"5-day notice, reason: Work Conditions"
EMP10599,2024-10-31,Exit,Resignation - Work Conditions
EMP10600,2024-08-31,Joined,Joined as HR Executive at Delhi NCR Logistics Hub via Recruitment Consultancy
EMP10600,2024-08-31,Manager Change,Reporting manager changed
EMP10600,2024-10-19,Training,Training completed
EMP10600,2025-04-12,Training,Training completed
EMP10600,2026-04-25,Resignation Submitted,"39-day notice, reason: Relocation"
EMP10600,2026-06-03,Exit,Resignation - Relocation
EMP10601,2023-12-23,Joined,Joined as Junior Engineer at Ahmedabad Water Works via Labour Contractor
EMP10601,2024-03-30,Manager Change,Reporting manager changed
EMP10601,2024-04-20,Training,Training completed
EMP10601,2024-06-29,Grievance,Grievance raised with HR
EMP10601,2024-07-13,Training,Training completed
EMP10601,2024-09-14,Resignation Submitted,"39-day notice, reason: Better Offer"
EMP10601,2024-10-23,Exit,Resignation - Better Offer
EMP10602,2025-09-27,Joined,Joined as Procurement Executive at Pune Metro Reach-3 via Campus Hiring
EMP10602,2025-10-25,Resignation Submitted,"5-day notice, reason: Manager Relationship"
EMP10602,2025-10-30,Exit,Resignation - Manager Relationship
EMP10603,2024-04-27,Joined,Joined as Construction Manager at Delhi NCR Logistics Hub via Recruitment Consultancy
EMP10603,2024-05-18,Grievance,Grievance raised with HR
EMP10603,2024-10-12,Manager Change,Reporting manager changed
EMP10603,2024-11-02,Manager Change,Reporting manager changed
EMP10603,2025-02-08,Manager Change,Reporting manager changed
EMP10603,2025-08-09,Manager Change,Reporting manager changed
EMP10603,2025-11-22,Resignation Submitted,"49-day notice, reason: Personal / Family"
EMP10603,2026-01-10,Exit,Resignation - Personal / Family
EMP10604,2025-04-12,Joined,Joined as Deputy Manager at Ahmedabad Water Works via Recruitment Consultancy
EMP10604,2025-07-19,Manager Change,Reporting manager changed
EMP10604,2026-01-24,Grievance,Grievance raised with HR
EMP10604,2026-08-15,Training,Training completed
EMP10604,2026-09-05,Training,Training completed
EMP10605,2023-05-20,Joined,Joined as Supervisor at Nagpur Expressway Pkg-4 via Employee Referral
EMP10605,2023-08-12,Grievance,Grievance raised with HR
EMP10605,2024-02-24,Training,Training completed
EMP10605,2024-04-06,Grievance,Grievance raised with HR
EMP10605,2024-05-18,Promotion,Promoted / re-graded
EMP10605,2024-06-01,Grievance,Grievance raised with HR
EMP10605,2024-07-06,Training,Training completed
EMP10605,2024-09-21,Training,Training completed
EMP10605,2025-01-18,Grievance,Grievance raised with HR
EMP10605,2025-04-12,Training,Training completed
EMP10605,2025-05-17,Promotion,Promoted / re-graded
EMP10605,2025-07-26,Manager Change,Reporting manager changed
EMP10605,2025-10-04,Grievance,Grievance raised with HR
EMP10605,2026-05-23,Grievance,Grievance raised with HR
EMP10606,2024-12-07,Joined,Joined as Site Engineer at Delhi NCR Logistics Hub via Employee Referral
EMP10606,2024-12-16,Exit,Resignation - Better Offer
EMP10607,2025-03-15,Joined,Joined as Accounts Officer at Nagpur Expressway Pkg-4 via Internal Transfer
EMP10607,2025-05-31,Training,Training completed
EMP10607,2025-06-28,Training,Training completed
EMP10607,2025-11-08,Manager Change,Reporting manager changed
EMP10607,2025-12-06,Training,Training completed
EMP10607,2026-01-17,Manager Change,Reporting manager changed
EMP10607,2026-02-07,Training,Training completed
EMP10607,2026-02-28,Manager Change,Reporting manager changed
EMP10607,2026-03-14,Promotion,Promoted / re-graded
EMP10607,2026-06-06,Training,Training completed
EMP10608,2023-02-14,Joined,Joined as Construction Manager at Bengaluru Tech Park via Recruitment Consultancy
EMP10608,2023-04-29,Grievance,Grievance raised with HR
EMP10608,2023-07-08,Training,Training completed
EMP10608,2023-08-05,Training,Training completed
EMP10608,2023-10-21,Grievance,Grievance raised with HR
EMP10608,2024-02-10,Training,Training completed
EMP10608,2024-03-02,Training,Training completed
EMP10608,2024-04-13,Training,Training completed
EMP10608,2024-06-08,Grievance,Grievance raised with HR
EMP10608,2024-11-02,Training,Training completed
EMP10608,2025-04-05,Training,Training completed
EMP10608,2025-05-17,Training,Training completed
EMP10608,2025-08-02,Manager Change,Reporting manager changed
EMP10608,2025-09-20,Manager Change,Reporting manager changed
EMP10608,2025-10-18,Grievance,Grievance raised with HR
EMP10608,2026-01-24,Resignation Submitted,"39-day notice, reason: Work Conditions"
EMP10608,2026-03-04,Exit,Resignation - Work Conditions
EMP10609,2020-02-24,Joined,Joined as Supervisor at JNPA WOLP via Labour Contractor
EMP10609,2023-04-15,Resignation Submitted,"6-day notice, reason: Manager Relationship"
EMP10609,2023-04-21,Exit,Resignation - Manager Relationship
EMP10610,2023-02-15,Joined,Joined as Supervisor at Ahmedabad Water Works via Naukri / Job Portal
